n comb loop quad
84 0.004205322265625 0.0028015613555908204 0.00020003318786621094
85 0.0042018890380859375 0.002801942825317383 0.00020017623901367188
86 0.004603147506713867 0.0026018619537353516 0.00020008087158203126
87 0.00460348129272461 0.0030017852783203124 0.00020022392272949218
88 0.005003499984741211 0.0030020713806152345 0.00020012855529785156
89 0.005003118515014648 0.0032001018524169924 0.00020022392272949218
90 0.005003499984741211 0.003202199935913086 0.00040030479431152344
91 0.005406093597412109 0.0032022476196289064 0.00040035247802734376
92 0.0054038047790527345 0.0032055854797363283 0.0003970146179199219
93 0.005403709411621094 0.0038026809692382813 0.00020008087158203126
94 0.005802059173583984 0.003605365753173828 0.0003974437713623047
95 0.0062042236328125 0.0038027286529541014 0.00020022392272949218
96 0.00620417594909668 0.004002761840820312 0.00019903182983398436
97 0.006405019760131836 0.004202842712402344 0.00020003318786621094
98 0.006804800033569336 0.004005289077758789 0.0004002094268798828
99 0.006804275512695313 0.004203319549560547 0.00040030479431152344
100 0.007004261016845703 0.0042034626007080075 0.0004002571105957031
101 0.007002544403076172 0.004405450820922851 0.00040030479431152344
102 0.0076030254364013675 0.005005645751953125 0.00020022392272949218
103 0.00760183334350586 0.005003881454467773 0.0004033088684082031
104 0.008005475997924805 0.005001354217529297 0.0004000663757324219
105 0.008005619049072266 0.00540318489074707 0.00040035247802734376
106 0.008207941055297851 0.005401325225830078 0.0004002571105957031
107 0.008809757232666016 0.005401992797851562 0.0004008769989013672
108 0.009003925323486327 0.005606269836425782 0.00019769668579101564
109 0.009604263305664062 0.005807399749755859 0.00019927024841308593
110 0.009206342697143554 0.006004142761230469 0.00040030479431152344
111 0.009806585311889649 0.006007719039916992 0.0004001140594482422
112 0.010206985473632812 0.0062043190002441405 0.0004002571105957031
113 0.010210847854614258 0.006203174591064453 0.00040030479431152344
114 0.011005401611328125 0.006406259536743164 0.0004002094268798828
115 0.010808038711547851 0.006804800033569336 0.00039782524108886717
116 0.011208248138427735 0.006804800033569336 0.0006006717681884766
117 0.011409854888916016 0.006802797317504883 0.00040307044982910154
118 0.011606979370117187 0.007002878189086914 0.00040035247802734376
119 0.011608171463012695 0.007004880905151367 0.0006003856658935546
120 0.012609148025512695 0.008005189895629882 0.0003979206085205078
121 0.012405920028686523 0.007407855987548828 0.00039920806884765627
122 0.013406848907470703 0.007807779312133789 0.0005979061126708985
123 0.013009119033813476 0.007805442810058594 0.0004002571105957031
124 0.01360945701599121 0.008205699920654296 0.0004002094268798828
125 0.013809299468994141 0.00860600471496582 0.0004002571105957031
126 0.014206409454345703 0.008608436584472657 0.0004002571105957031
127 0.019613981246948242 0.008606195449829102 0.0004001140594482422
128 0.014810132980346679 0.00860600471496582 0.0006003856658935546
129 0.015010356903076172 0.009008502960205078 0.00040044784545898435
130 0.015612220764160157 0.009404659271240234 0.0005984783172607421
131 0.01601438522338867 0.009803438186645507 0.0004038810729980469
132 0.01621084213256836 0.009804821014404297 0.0004001617431640625
133 0.016411352157592773 0.010007333755493165 0.00039997100830078123
134 0.017013072967529297 0.010206222534179688 0.0006005764007568359
135 0.017812585830688475 0.010607242584228516 0.0006003856658935546
136 0.018015003204345702 0.011007118225097656 0.0006003856658935546
137 0.018411922454833984 0.01100764274597168 0.0006004810333251953
138 0.01861281394958496 0.011205482482910156 0.0006003856658935546
139 0.019015741348266602 0.011407899856567382 0.0006003856658935546
140 0.019415950775146483 0.011405420303344727 0.0006023883819580078
141 0.020011425018310547 0.012010765075683594 0.0006009101867675781
142 0.02041478157043457 0.012007379531860351 0.0005987167358398437
143 0.020415067672729492 0.012407684326171875 0.0006003379821777344
144 0.02161259651184082 0.013011026382446288 0.0006005764007568359
145 0.021815061569213867 0.013209342956542969 0.0006001949310302735
146 0.022017669677734376 0.013406896591186523 0.0006003379821777344
147 0.023215579986572265 0.013811159133911132 0.0005972385406494141
148 0.023218774795532228 0.01360945701599121 0.0008014202117919922
149 0.02421422004699707 0.013612031936645508 0.0006003379821777344
150 0.024414730072021485 0.014412260055541993 0.0008005619049072266
151 0.023816633224487304 0.014208793640136719 0.0006004810333251953
152 0.025014829635620118 0.014810276031494141 0.0008005619049072266
153 0.025820589065551756 0.015407991409301759 0.0008004188537597656
154 0.02622056007385254 0.015409898757934571 0.0007990360260009766
155 0.026418590545654298 0.015408039093017578 0.0008030891418457031
156 0.027418899536132812 0.015813398361206054 0.0008018016815185547
157 0.027618837356567384 0.016411828994750976 0.0008005619049072266
158 0.027819490432739256 0.016211271286010742 0.0008005619049072266
159 0.028021907806396483 0.017009401321411134 0.000800466537475586
160 0.029417943954467774 0.01741452217102051 0.0007994651794433593
161 0.02982048988342285 0.01780991554260254 0.0008006095886230469
162 0.030623340606689455 0.017812347412109374 0.0008006572723388671
163 0.03082113265991211 0.01861281394958496 0.0008006095886230469
164 0.032219982147216795 0.018613100051879883 0.0008028030395507812
165 0.03222236633300781 0.019213390350341798 0.0008005619049072266
166 0.03262109756469726 0.01921401023864746 0.0008005619049072266
167 0.03302202224731445 0.019213342666625978 0.001000690460205078
168 0.033823490142822266 0.01961374282836914 0.000800323486328125
169 0.03422389030456543 0.020011234283447265 0.0010007858276367188
170 0.03502511978149414 0.020613384246826173 0.0009981632232666016
171 0.03562626838684082 0.021013641357421876 0.0010007858276367188
172 0.03642773628234863 0.021415281295776366 0.001000356674194336
173 0.03662538528442383 0.0220186710357666 0.0009973526000976562
174 0.03742847442626953 0.021815156936645506 0.0010007858276367188
175 0.037828826904296876 0.02261695861816406 0.0009969234466552734
176 0.03922491073608399 0.022815799713134764 0.001000690460205078
177 0.0396275520324707 0.023015546798706054 0.0010012149810791015
178 0.04002547264099121 0.02361636161804199 0.0010007381439208984
179 0.04022793769836426 0.02422013282775879 0.0009998321533203126
180 0.041629457473754884 0.02421579360961914 0.0010005950927734375
181 0.04202690124511719 0.024619579315185547 0.0010015487670898438
182 0.043630218505859374 0.025417661666870116 0.0011983394622802734
183 0.04362707138061524 0.025619935989379884 0.0010007381439208984
184 0.04423322677612305 0.026015758514404297 0.0012035846710205078
185 0.04523143768310547 0.02681865692138672 0.0010001659393310547
186 0.04643230438232422 0.02721881866455078 0.0012009143829345703
187 0.046833467483520505 0.027418088912963868 0.0010007858276367188
188 0.04703269004821777 0.027419090270996094 0.001000690460205078
189 0.048031187057495116 0.02762141227722168 0.001401996612548828
190 0.04903411865234375 0.028619956970214844 0.0014004707336425781
191 0.049634695053100586 0.029020071029663086 0.0011986255645751952
192 0.0502373218536377 0.029218053817749022 0.0012031078338623046
193 0.05143585205078125 0.030020809173583983 0.00120086669921875
194 0.051835823059082034 0.030823945999145508 0.0012012004852294921
195 0.05223836898803711 0.03062129020690918 0.00139923095703125
196 0.05283675193786621 0.03182210922241211 0.0012008190155029298
197 0.05504026412963867 0.0320228099822998 0.00120086669921875
198 0.055040597915649414 0.03242259025573731 0.0013988018035888672
199 0.06124258041381836 0.03542475700378418 0.00120086669921875
200 0.05703659057617187 0.03302297592163086 0.0012008190155029298
201 0.058040285110473634 0.034226274490356444 0.0013988494873046875
202 0.058241748809814455 0.03341960906982422 0.00120086669921875
203 0.059241199493408205 0.03462409973144531 0.001400899887084961
204 0.06004157066345215 0.03622527122497558 0.001400899887084961
205 0.061843061447143556 0.03662538528442383 0.0014011383056640625
206 0.06204066276550293 0.03642730712890625 0.0014015674591064454
207 0.06424217224121094 0.037427854537963864 0.0014017105102539062
208 0.06344404220581054 0.03742594718933105 0.0016012191772460938
209 0.06464605331420899 0.03842339515686035 0.0012031078338623046
210 0.06544561386108398 0.038226652145385745 0.001400899887084961
211 0.06624412536621094 0.038826942443847656 0.0014009475708007812
212 0.06724410057067871 0.03902726173400879 0.0014037132263183595
213 0.06884889602661133 0.04082503318786621 0.0016011714935302735
214 0.09906926155090331 0.04102845191955566 0.0020046234130859375
215 0.07184996604919433 0.06704902648925781 0.0014009475708007812
216 0.07345342636108398 0.04182667732238769 0.0016010761260986327
217 0.07365350723266602 0.044228553771972656 0.0014026165008544922
218 0.07305097579956055 0.04263186454772949 0.0014010429382324218
219 0.07465186119079589 0.04262962341308594 0.0014009475708007812
220 0.07645039558410645 0.04322991371154785 0.0016036033630371094
221 0.07725362777709961 0.04503130912780762 0.0014010429382324218
222 0.07845420837402343 0.0458317756652832 0.0016007423400878906
223 0.07945461273193359 0.046031761169433597 0.001598691940307617
224 0.08005332946777344 0.04823336601257324 0.0016010761260986327
225 0.0812563419342041 0.04663329124450684 0.0016004562377929688
226 0.08085627555847168 0.04743342399597168 0.0016022205352783203
227 0.08246064186096191 0.04883298873901367 0.0018011569976806641
228 0.08485898971557618 0.04963207244873047 0.0016045093536376954
229 0.08706049919128418 0.049835586547851564 0.0015996456146240234
230 0.08485903739929199 0.050437402725219724 0.0015985488891601563
231 0.08845934867858887 0.05063881874084473 0.001799774169921875
232 0.0884638786315918 0.05503578186035156 0.0016010284423828125
233 0.09206171035766601 0.05303921699523926 0.0018022537231445312
234 0.0938652515411377 0.05423755645751953 0.0018012523651123047
235 0.0954662799835205 0.0574399471282959 0.002001380920410156
236 0.09626665115356445 0.0550382137298584 0.001801300048828125
237 0.09686751365661621 0.05584115982055664 0.0018015384674072265
238 0.09666910171508789 0.05664005279541016 0.001801300048828125
239 0.09746756553649902 0.056839513778686526 0.0018012523651123047
240 0.09946908950805664 0.05784025192260742 0.0018013477325439452
241 0.10187082290649414 0.05844073295593262 0.0020023345947265624
242 0.10267152786254882 0.059241199493408205 0.0020014762878417967
243 0.1038698673248291 0.06024165153503418 0.002001380920410156
244 0.10487260818481445 0.059644031524658206 0.002001047134399414
245 0.10887560844421387 0.06284379959106445 0.0020011425018310546
246 0.10907654762268067 0.06844825744628906 0.002001333236694336
247 0.11928377151489258 0.06684679985046386 0.0020014286041259766
248 0.13309359550476074 0.07345137596130372 0.002001380920410156
249 0.1160813808441162 0.06944875717163086 0.0034022808074951174
250 0.11027631759643555 0.06464481353759766 0.0024017333984375
251 0.11167597770690918 0.06484866142272949 0.0020014762878417967
252 0.11327953338623047 0.06624398231506348 0.0020014286041259766
253 0.12488760948181152 0.06824789047241211 0.002001333236694336
254 0.12308611869812011 0.07525310516357422 0.0022015094757080076
255 0.1346944808959961 0.07705683708190918 0.002401590347290039
256 0.1288907051086426 0.07185001373291015 0.002001380920410156
257 0.125487756729126 0.07064952850341796 0.0020014286041259766
258 0.1266883373260498 0.07325191497802734 0.002199125289916992
259 0.15290746688842774 0.08225750923156738 0.0024016857147216796
260 0.13649339675903321 0.08466181755065919 0.0024016380310058595
261 0.13509440422058105 0.07445225715637208 0.002203512191772461
262 0.13068923950195313 0.07765693664550781 0.0023990154266357424
263 0.13289551734924315 0.07885270118713379 0.0022016048431396486
264 0.14490437507629395 0.0866584300994873 0.0024016380310058595
265 0.14850177764892578 0.09646730422973633 0.0024017333984375
266 0.1553091049194336 0.08906245231628418 0.00240178108215332
267 0.14510173797607423 0.07945823669433594 0.0024012088775634765
268 0.13869495391845704 0.08025813102722168 0.0023999691009521486
269 0.14690322875976564 0.09146409034729004 0.0024021625518798827
270 0.15010523796081543 0.09806861877441406 0.002603912353515625
271 0.15350813865661622 0.09306292533874512 0.0024016380310058595
272 0.14230031967163087 0.08805966377258301 0.0028018951416015625
273 0.16531567573547362 0.11568121910095215 0.003805255889892578
274 0.14430112838745118 0.08646063804626465 0.00240178108215332
275 0.1619112491607666 0.1006706714630127 0.0026016712188720705
276 0.1547086238861084 0.09746799468994141 0.002601909637451172
277 0.15570988655090331 0.09146175384521485 0.0024018287658691406
278 0.152107572555542 0.09226369857788086 0.0028029918670654298
279 0.15571146011352538 0.09346556663513184 0.0026018619537353516
280 0.15651021003723145 0.09366583824157715 0.002601814270019531
281 0.15791058540344238 0.09306545257568359 0.0026029109954833984
282 0.16011223793029786 0.0960698127746582 0.002601337432861328
283 0.15951175689697267 0.0966653823852539 0.002601766586303711
284 0.1649158000946045 0.10127105712890624 0.0026017189025878905
285 0.16251401901245116 0.0980712890625 0.002801799774169922
286 0.16371588706970214 0.09746742248535156 0.002601909637451172
287 0.16591644287109375 0.10227179527282715 0.0027995586395263674
288 0.16671466827392578 0.10027341842651367 0.0026010513305664063
289 0.1745224952697754 0.10387282371520996 0.002601814270019531
290 0.17071738243103027 0.10427556037902833 0.002801990509033203
291 0.1729189395904541 0.10467324256896973 0.002803611755371094
292 0.1757232666015625 0.1054715633392334 0.002801990509033203
293 0.18332810401916505 0.10747599601745605 0.0026016712188720705
294 0.17912802696228028 0.10827689170837403 0.002801036834716797
295 0.17992768287658692 0.1092756748199463 0.002799797058105469
296 0.1817251682281494 0.10947680473327637 0.002801942825317383
297 0.18332867622375487 0.11227879524230958 0.0030020713806152345
298 0.18632831573486328 0.11268143653869629 0.0028018951416015625
299 0.1863304615020752 0.11408023834228516 0.003002166748046875
